,pid,tid,beers,last_modified
2276,86,348,9,2019-06-25 17:13:12.424571
2277,86,350,3,2019-06-25 17:09:53.821803
2278,40,347,3,2019-06-25 17:13:12.441453
2279,40,348,3,2019-06-25 17:13:12.455434
2280,40,350,4,2019-06-25 17:09:53.852200
2281,42,347,6,2019-06-25 17:13:12.471803
2282,42,348,3,2019-06-25 17:13:12.484918
2283,42,350,6,2019-06-25 17:09:53.883216
2284,43,347,7,2019-06-25 17:13:12.499754
2285,43,348,6,2019-06-25 17:13:12.513006
2286,43,350,14,2019-06-25 17:09:53.917777
2287,11,347,5,2019-06-25 17:13:12.528955
2288,11,348,3,2019-06-25 17:13:12.544342
2289,11,350,8,2019-06-25 17:09:53.943190
2290,64,347,7,2019-06-25 17:13:12.567024
2291,64,348,4,2019-06-25 17:13:12.588929
2292,50,347,3,2019-06-25 17:13:12.610819
2293,50,348,4,2019-06-25 17:13:12.624813
2294,50,350,5,2019-06-25 17:09:54.033569
2295,89,347,18,2019-06-25 17:13:12.698941
2296,89,348,5,2019-06-25 17:13:12.728817
2297,89,350,2,2019-06-25 17:09:54.092445
2298,55,347,3,2019-06-25 17:13:12.751636
2299,55,348,2,2019-06-25 17:13:12.773535
2300,55,350,4,2019-06-25 17:09:54.121742
2301,57,347,2,2019-06-25 17:13:12.790144
2302,57,348,2,2019-06-25 17:13:12.804836
2303,57,350,1,2019-06-25 17:09:54.172993
2304,59,347,2,2019-06-25 17:13:12.822134
2305,59,348,2,2019-06-25 17:13:12.838494
2306,59,350,2,2019-06-25 17:09:54.197753
2307,60,347,6,2019-06-25 17:13:12.860824
2308,60,348,5,2019-06-25 17:13:12.875567
2309,60,350,6,2019-06-25 17:09:54.227926
2310,1,347,4,2019-06-25 16:45:50.835298
2311,105,347,2,2019-06-25 16:45:54.979343
2312,1,348,2,2019-06-25 16:46:53.868354
2313,106,348,2,2019-06-25 16:47:04.661645
2314,108,348,2,2019-06-25 16:47:10.810883
2315,107,348,2,2019-06-25 16:47:16.843852
2316,87,350,3,2019-06-25 17:11:07.394095
2317,106,350,2,2019-06-25 17:11:12.596093
2318,108,350,2,2019-06-25 17:11:16.768444
2319,105,350,2,2019-06-25 17:11:21.164529
2320,96,350,5,2019-06-25 17:11:37.731749
2321,90,347,3,2019-06-25 17:13:12.261842
2322,39,347,2,2019-06-25 17:13:12.364593
2323,53,347,1,2019-06-25 17:13:12.641390
2324,4,351,1,2019-06-25 17:13:53.056050
2325,41,351,5,2019-06-25 17:13:53.928913
2326,9,351,5,2019-06-25 17:13:57.491660
2327,12,351,5,2019-06-25 17:13:59.023265
2328,33,351,5,2019-06-25 17:14:04.783362
2329,72,351,9,2019-06-25 17:14:06.366555
2330,73,351,8,2019-06-25 17:14:10.837392
2331,40,351,4,2019-06-25 17:14:14.092374
2332,42,351,8,2019-06-25 17:14:15.274377
2333,43,351,8,2019-06-25 17:14:27.908480
2334,11,351,2,2019-06-25 17:14:30.926258
2335,50,351,4,2019-06-25 17:14:35.088601
2336,89,351,7,2019-06-25 17:14:39.601723
2337,55,351,2,2019-06-25 17:14:43.586436
2338,59,351,3,2019-06-25 17:14:46.293879
2339,60,351,7,2019-06-25 17:14:53.427732
2340,46,351,1,2019-06-25 17:15:21.708454
2341,96,351,3,2019-06-25 17:15:25.955403
2342,39,352,3,2019-06-25 17:19:23.803303
2343,22,352,7,2019-06-25 17:19:34.066266
2344,42,352,2,2019-06-25 17:19:41.546485
2345,60,352,7,2019-06-25 17:19:47.053715
2346,89,352,2,2019-06-25 17:19:52.031816
2347,72,352,3,2019-06-25 17:19:59.490593
2348,9,352,7,2019-06-25 17:20:02.554138
2349,90,352,3,2019-06-25 17:20:09.352777
2350,11,352,8,2019-06-25 17:20:18.687385
2351,50,352,3,2019-06-25 17:20:26.846213
2352,41,352,3,2019-06-25 17:20:30.741522
2353,1,352,2,2019-06-25 17:20:32.773295
2354,86,352,6,2019-06-25 17:20:45.633104
2355,59,352,2,2019-06-25 17:20:52.553338
2356,57,352,7,2019-06-25 17:20:57.379183
2357,40,352,2,2019-06-25 17:21:02.016982
2358,12,352,6,2019-06-25 17:21:06.805627
2359,23,352,2,2019-06-25 17:21:12.265811
2360,55,352,4,2019-06-25 17:21:18.910182
2361,33,352,3,2019-06-25 17:21:22.222214
2362,64,352,2,2019-06-25 17:21:29.725340
2363,43,352,2,2019-06-25 17:21:50.900914
2364,109,352,5,2019-06-25 17:22:50.865932
2365,1,354,6,2019-07-21 20:52:16.121527
2366,1,355,3,2019-07-22 09:08:32.514412
2367,4,354,4,2019-07-21 20:50:49.891617
2368,41,353,5,2019-07-21 20:50:50.032527
2369,41,354,5,2019-07-21 20:50:50.058177
2370,9,353,8,2019-07-21 20:50:50.182120
2371,9,354,6,2019-07-21 20:50:50.199444
2372,9,355,4,2019-07-22 09:08:34.075743
2373,9,356,3,2019-07-22 09:15:02.050188
2374,12,353,10,2019-07-21 20:50:50.348088
2375,12,354,9,2019-07-21 20:50:50.368864
2376,12,355,2,2019-07-22 09:08:34.857580
2377,12,356,3,2019-07-22 09:15:02.081464
2378,22,353,8,2019-07-21 20:50:50.498697
2379,22,354,2,2019-07-21 20:50:50.519966
2380,22,355,3,2019-07-22 09:08:35.571289
2381,23,354,2,2019-07-21 20:50:50.684882
2382,23,355,1,2019-07-22 09:08:36.196419
2383,90,353,1,2019-07-21 20:50:50.830647
2384,90,354,1,2019-07-21 20:50:50.848282
2385,86,353,2,2019-07-21 20:50:52.280051
2386,86,354,2,2019-07-21 20:50:52.298896
2387,86,355,1,2019-07-22 09:08:39.291387
2388,86,356,2,2019-07-22 09:15:06.928641
2389,40,353,49,2019-07-21 20:50:52.463219
2390,42,353,4,2019-07-21 20:50:52.646233
2391,43,353,5,2019-07-21 20:50:52.828531
2392,105,353,5,2019-07-21 20:50:52.997117
2393,11,353,2,2019-07-21 20:50:53.179030
2394,89,353,6,2019-07-21 20:50:53.998342
2395,89,354,6,2019-07-21 20:50:54.008910
2396,89,355,3,2019-07-22 09:08:42.788709
2397,55,353,4,2019-07-21 20:50:54.296281
2398,55,354,1,2019-07-21 20:50:54.320534
2399,57,353,2,2019-07-21 20:50:54.510672
2400,57,355,3,2019-07-22 09:08:43.550405
2401,59,353,4,2019-07-21 20:50:54.711214
2402,59,354,2,2019-07-21 20:50:54.731482
2403,59,355,2,2019-07-22 09:08:43.816280
2404,59,356,2,2019-07-22 09:15:21.214471
2405,60,353,5,2019-07-21 20:50:55.060101
2406,60,354,9,2019-07-21 20:50:55.077230
2407,60,355,4,2019-07-22 09:08:44.366758
2408,32,353,3,2019-07-21 20:49:25.549892
2409,110,353,9,2019-07-21 20:49:32.300713
2410,87,353,5,2019-07-21 20:49:42.505623
2411,109,353,11,2019-07-21 20:49:52.824676
2412,53,353,1,2019-07-21 20:49:58.876459
2413,21,353,8,2019-07-21 20:50:05.249492
2414,1,353,6,2019-07-21 20:50:48.513743
2415,4,353,2,2019-07-21 20:50:49.866161
2416,41,355,2,2019-07-22 09:08:33.405404
2417,23,353,2,2019-07-21 20:50:50.664760
2418,90,355,3,2019-07-22 09:08:36.834716
2419,42,354,5,2019-07-21 20:50:52.666253
2420,43,354,3,2019-07-21 20:50:52.844460
2421,105,354,4,2019-07-21 20:50:53.013461
2422,11,354,4,2019-07-21 20:50:53.195939
2423,64,353,4,2019-07-21 20:50:53.344956
2424,55,355,3,2019-07-22 09:08:43.046697
2425,57,354,3,2019-07-21 20:50:54.530588
2426,87,354,2,2019-07-21 20:52:32.962758
2427,109,354,4,2019-07-21 20:52:38.623813
2428,21,354,4,2019-07-21 20:52:42.303273
2429,45,354,13,2019-07-21 20:52:48.397495
2430,51,355,2,2019-07-22 09:09:06.547025
2431,75,355,1,2019-07-22 09:09:15.846065
2432,110,355,2,2019-07-22 09:09:22.705109
2433,53,356,2,2019-07-22 09:15:27.674640
2434,109,356,2,2019-07-22 09:15:37.231812
2435,110,356,1,2019-07-22 09:15:42.769431
2436,41,357,2,2019-08-13 19:12:22.194431
2437,9,357,3,2019-08-13 19:12:23.522131
2438,22,357,2,2019-08-13 19:12:27.875493
2439,90,357,4,2019-08-13 19:12:31.851946
2440,40,357,2,2019-08-13 19:12:37.922131
2441,43,357,2,2019-08-13 19:12:40.288887
2442,11,357,3,2019-08-13 19:12:42.939419
2443,64,357,4,2019-08-13 19:12:45.437632
2444,50,357,1,2019-08-13 19:12:47.489665
2445,57,357,2,2019-08-13 19:12:50.351326
2446,59,357,3,2019-08-13 19:12:51.351701
2447,28,357,4,2019-08-13 19:13:03.966583
2448,1,358,4,2019-08-13 20:19:23.271742
2449,4,358,4,2019-08-13 20:19:23.553351
2450,41,358,3,2019-08-13 20:19:24.635678
2451,9,358,7,2019-08-13 20:19:28.311333
2452,12,358,3,2019-08-13 20:19:29.546009
2453,109,358,3,2019-08-13 20:19:29.928804
2454,22,358,6,2019-08-13 20:19:32.120151
2455,90,358,4,2019-08-13 20:19:34.408117
2456,33,358,2,2019-08-13 20:19:36.316642
2457,42,358,2,2019-08-13 20:19:46.164685
2458,43,358,4,2019-08-13 20:19:47.409341
2459,11,358,6,2019-08-13 20:19:49.972232
2460,50,358,2,2019-08-13 20:20:02.603108
2461,53,358,1,2019-08-13 20:20:03.312615
2462,55,358,3,2019-08-13 20:20:04.974974
2463,57,358,6,2019-08-13 20:20:07.303790
2464,59,358,4,2019-08-13 20:20:08.680451
2465,96,358,1,2019-08-13 20:20:17.177798
2466,39,358,2,2019-08-13 20:20:23.510445
2467,51,358,2,2019-08-13 20:20:27.147633
2468,41,359,4,2019-08-13 20:24:10.337011
2469,9,359,4,2019-08-13 20:24:11.372287
2470,109,359,1,2019-08-13 20:24:14.770356
2471,22,359,3,2019-08-13 20:24:16.443600
2472,23,359,1,2019-08-13 20:24:17.200578
2473,90,359,4,2019-08-13 20:24:20.989829
2474,33,359,2,2019-08-13 20:24:25.350141
2475,40,359,5,2019-08-13 20:24:37.259069
2476,42,359,4,2019-08-13 20:24:40.260196
2477,11,359,1,2019-08-13 20:24:44.123299
2478,110,359,2,2019-08-13 20:24:47.091085
2479,59,359,1,2019-08-13 20:24:50.582903
2480,60,359,3,2019-08-13 20:24:51.847540
2481,39,359,1,2019-08-13 20:24:59.057933
2482,1,364,2,2019-09-07 12:31:54.878011
2483,4,363,5,2019-09-07 12:18:40.134962
2484,4,364,2,2019-09-07 12:31:55.040360
2485,41,363,3,2019-09-07 12:18:48.736923
2486,9,362,5,2019-09-07 12:18:58.999185
2487,9,364,6,2019-09-07 12:31:55.358693
2488,12,362,2,2019-09-07 12:19:05.649906
2489,12,363,3,2019-09-07 12:19:05.687896
2490,12,364,6,2019-09-07 12:31:55.525248
2491,109,362,4,2019-09-07 12:19:13.042008
2492,109,363,2,2019-09-07 12:19:13.061086
2493,22,361,1,2019-09-07 12:19:20.458943
2494,22,362,7,2019-09-07 12:19:20.479982
2495,22,364,5,2019-09-07 12:31:55.874020
2496,23,361,1,2019-09-07 12:19:25.936348
2497,23,362,3,2019-09-07 12:19:25.957169
2498,23,364,2,2019-09-07 12:31:56.373759
2499,33,362,7,2019-09-07 12:19:36.458180
2500,96,364,4,2019-09-07 12:31:56.474543
2501,39,364,1,2019-09-07 12:31:56.500515
2502,86,363,4,2019-09-07 12:19:47.022309
2503,40,362,3,2019-09-07 12:19:52.176844
2504,40,363,2,2019-09-07 12:19:52.194946
2505,43,364,2,2019-09-07 12:31:56.614535
2506,11,361,1,2019-09-07 12:20:04.727048
2507,11,362,7,2019-09-07 12:20:04.753847
2508,11,363,3,2019-09-07 12:20:04.769354
2509,11,364,5,2019-09-07 12:31:56.646504
2510,64,361,3,2019-09-07 12:20:14.276774
2511,64,364,9,2019-09-07 12:31:56.674583
2512,50,364,6,2019-09-07 12:31:56.734895
2513,53,362,1,2019-09-07 12:20:28.507533
2514,89,362,7,2019-09-07 12:20:42.639206
2515,89,363,5,2019-09-07 12:20:42.658551
2516,89,364,2,2019-09-07 12:31:56.793660
2517,55,362,2,2019-09-07 12:20:48.054988
2518,55,364,3,2019-09-07 12:31:56.824340
2519,57,364,3,2019-09-07 12:31:56.853677
2520,59,362,3,2019-09-07 12:20:58.791372
2521,59,363,2,2019-09-07 12:20:58.808062
2522,59,364,2,2019-09-07 12:31:56.883496
2523,60,361,2,2019-09-07 12:21:06.500393
2524,60,362,7,2019-09-07 12:21:06.519054
2525,60,363,4,2019-09-07 12:21:06.534950
2526,75,362,3,2019-09-07 12:24:52.713275
2527,72,362,9,2019-09-07 12:25:22.135279
2528,73,362,7,2019-09-07 12:25:28.000119
2529,111,363,6,2019-09-07 12:26:13.434031
2530,72,363,6,2019-09-07 12:26:20.018350
2531,73,363,3,2019-09-07 12:26:25.242491
2532,39,363,1,2019-09-07 12:26:29.162522
2533,111,364,2,2019-09-07 12:29:25.144132
2534,21,364,7,2019-09-07 12:29:28.206041
2535,112,364,1,2019-09-07 12:32:18.156847
2536,1,367,3,2019-10-08 20:36:06.876788
2537,1,368,2,2019-10-08 20:36:06.894507
2538,4,365,3,2019-10-08 20:36:14.367494
2539,4,368,5,2019-10-08 20:36:14.392263
2540,41,367,1,2019-10-08 20:36:24.164940
2541,9,367,1,2019-10-08 20:36:29.408401
2542,9,368,2,2019-10-08 20:36:29.429565
2543,12,365,3,2019-10-08 20:36:37.903928
2544,12,368,3,2019-10-08 20:36:37.933625
2545,22,367,3,2019-10-08 20:37:00.207380
2546,22,368,3,2019-10-08 20:37:00.224407
2547,23,367,1,2019-10-08 20:37:06.480267
2548,73,365,1,2019-10-08 20:37:19.555637
2549,39,368,2,2019-10-08 20:37:24.774083
2550,40,365,3,2019-10-08 20:37:38.854130
2551,40,367,1,2019-10-08 20:37:38.880836
2552,40,368,1,2019-10-08 20:37:38.893538
2553,42,368,3,2019-10-08 20:37:44.342356
2554,43,368,1,2019-10-08 20:37:50.216385
2555,11,365,3,2019-10-08 20:37:57.984813
2556,11,368,4,2019-10-08 20:37:58.008708
2557,50,365,3,2019-10-08 20:38:10.569365
2558,50,367,1,2019-10-08 20:38:10.591805
2559,89,368,2,2019-10-08 20:38:16.501959
2560,55,365,1,2019-10-08 20:38:22.911592
2561,55,367,1,2019-10-08 20:38:22.939067
2562,55,368,4,2019-10-08 20:38:22.953398
2563,57,365,2,2019-10-08 20:38:27.584374
2564,57,368,2,2019-10-08 20:38:27.616753
2565,59,365,3,2019-10-08 20:38:32.394310
2566,59,368,2,2019-10-08 20:38:32.423302
2567,60,367,5,2019-10-08 20:38:37.554766
2568,60,368,1,2019-10-08 20:38:37.570795
2569,96,365,1,2019-10-08 20:38:53.515589
2570,21,367,1,2019-10-08 20:40:11.951279
2571,96,368,1,2019-10-08 20:42:21.061883
2572,53,368,1,2019-10-08 20:42:27.199356
